Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested
ORD057748,CUST9509,Blinkit,2025-10-12 03:29:30,19,Snacks,414,Packaging could be better.,3,No,No
ORD057749,CUST9441,Blinkit,2025-10-12 15:29:30,29,Beverages,759,Delivery person was rude.,2,No,Yes
ORD057753,CUST3714,Blinkit,2025-10-12 00:29:30,22,Fruits & Vegetables,607,Items missing from order.,2,No,Yes
ORD057756,CUST4589,JioMart,2025-10-12 11:29:30,36,Snacks,487,"Easy to order, loved it!",5,No,No
ORD057759,CUST4512,JioMart,2025-10-12 06:29:30,29,Snacks,335,Good quality products.,4,No,No
ORD057760,CUST4675,JioMart,2025-10-12 13:29:30,42,Personal Care,1271,"Easy to order, loved it!",5,Yes,No
ORD057763,CUST9739,JioMart,2025-10-12 15:29:30,21,Beverages,555,Quick and reliable!,5,No,No
ORD057768,CUST1299,Blinkit,2025-10-12 10:29:30,5,Snacks,154,Items missing from order.,2,No,Yes
ORD057770,CUST4180,Blinkit,2025-10-12 18:29:30,41,Dairy,572,"Very late delivery, not happy.",2,Yes,Yes
ORD057771,CUST1897,Blinkit,2025-10-12 09:29:30,25,Dairy,470,Quick and reliable!,5,No,No
ORD057776,CUST7048,Swiggy Instamart,2025-10-12 14:29:30,21,Fruits & Vegetables,658,Wrong item delivered.,1,No,Yes
ORD057778,CUST4371,JioMart,2025-10-12 15:29:30,25,Snacks,71,"Horrible experience, never ordering again.",1,No,Yes
ORD057779,CUST2727,JioMart,2025-10-12 04:29:30,28,Grocery,1284,"Not fresh, disappointed.",2,No,Yes
ORD057781,CUST8225,Swiggy Instamart,2025-10-12 03:29:30,23,Grocery,1491,"Very late delivery, not happy.",2,No,Yes
ORD057784,CUST3474,JioMart,2025-10-12 00:29:30,31,Personal Care,1648,"Fast delivery, great service!",5,No,No
ORD057786,CUST1472,Swiggy Instamart,2025-10-12 01:29:30,19,Snacks,168,"Not fresh, disappointed.",2,No,Yes
ORD057787,CUST5432,Swiggy Instamart,2025-10-12 21:29:30,32,Dairy,399,"Not fresh, disappointed.",2,No,Yes
ORD057789,CUST9936,Blinkit,2025-10-12 06:29:30,14,Fruits & Vegetables,78,Delivery person was rude.,2,No,Yes
ORD057790,CUST2774,JioMart,2025-10-12 17:29:30,12,Snacks,110,Excellent experience!,5,No,No
ORD057791,CUST9865,Blinkit,2025-10-12 02:29:30,24,Personal Care,474,"Horrible experience, never ordering again.",1,No,Yes
ORD057794,CUST8577,Blinkit,2025-10-12 23:29:30,28,Grocery,1153,Items missing from order.,2,No,Yes
ORD057795,CUST4740,Blinkit,2025-10-12 13:29:30,21,Fruits & Vegetables,396,"Not fresh, disappointed.",2,No,Yes
ORD057797,CUST3906,JioMart,2025-10-12 13:29:30,34,Snacks,463,Items missing from order.,2,No,Yes
ORD057799,CUST8880,JioMart,2025-10-12 19:29:30,27,Dairy,680,"Easy to order, loved it!",5,No,No
ORD057801,CUST1638,JioMart,2025-10-12 15:29:30,24,Grocery,509,Items missing from order.,2,No,Yes
ORD057803,CUST9551,Swiggy Instamart,2025-10-12 09:29:30,39,Personal Care,1598,Excellent experience!,5,No,No
ORD057805,CUST9839,Swiggy Instamart,2025-10-12 19:29:30,50,Beverages,926,Wrong item delivered.,1,Yes,Yes
ORD057809,CUST1638,JioMart,2025-10-12 16:29:30,19,Personal Care,1537,Quick and reliable!,5,No,No
ORD057810,CUST7873,Blinkit,2025-10-12 05:29:30,32,Dairy,160,"Not fresh, disappointed.",2,No,Yes
ORD057814,CUST8026,Blinkit,2025-10-12 19:29:30,34,Dairy,580,Excellent experience!,5,No,No
ORD057815,CUST8536,Blinkit,2025-10-12 10:29:30,17,Snacks,295,"Very late delivery, not happy.",2,No,Yes
ORD057817,CUST4219,JioMart,2025-10-12 20:29:30,37,Beverages,656,Very satisfied with the service.,5,No,No
ORD057820,CUST9893,Swiggy Instamart,2025-10-12 09:29:30,12,Beverages,443,"Very late delivery, not happy.",2,No,Yes
ORD057823,CUST2104,Blinkit,2025-10-12 15:29:30,28,Personal Care,1344,Quick and reliable!,5,No,No
ORD057824,CUST5217,JioMart,2025-10-12 15:29:30,31,Dairy,409,"Easy to order, loved it!",5,No,No
ORD057826,CUST7437,JioMart,2025-10-12 10:29:30,20,Fruits & Vegetables,337,Wrong item delivered.,1,No,Yes
ORD057828,CUST1640,Swiggy Instamart,2025-10-12 00:29:30,38,Grocery,930,Good quality products.,4,No,No
ORD057829,CUST8662,Blinkit,2025-10-12 02:29:30,23,Snacks,450,"Very late delivery, not happy.",2,No,Yes
ORD057830,CUST7223,JioMart,2025-10-12 11:29:30,35,Dairy,608,Excellent experience!,5,No,No
ORD057835,CUST5490,Blinkit,2025-10-12 17:29:30,37,Snacks,110,Packaging could be better.,3,No,No
ORD057837,CUST2966,JioMart,2025-10-12 22:29:30,22,Beverages,545,Very satisfied with the service.,5,No,No
ORD057838,CUST9940,Blinkit,2025-10-12 21:29:30,31,Snacks,433,Very satisfied with the service.,5,No,No
ORD057839,CUST6751,JioMart,2025-10-12 20:29:30,45,Fruits & Vegetables,679,Very satisfied with the service.,5,Yes,No
ORD057840,CUST2341,JioMart,2025-10-12 10:29:30,28,Grocery,1066,Excellent experience!,5,No,No
ORD057843,CUST6620,JioMart,2025-10-12 20:29:30,40,Beverages,512,"Fast delivery, great service!",5,No,No
ORD057844,CUST5304,Swiggy Instamart,2025-10-12 04:29:30,39,Dairy,403,Items missing from order.,2,No,Yes
ORD057845,CUST3727,Swiggy Instamart,2025-10-12 20:29:30,22,Beverages,320,"Easy to order, loved it!",5,No,No
ORD057847,CUST3871,Blinkit,2025-10-12 04:29:30,41,Beverages,251,Quick and reliable!,5,Yes,No
ORD057848,CUST6290,Blinkit,2025-10-12 13:29:30,38,Dairy,398,Packaging could be better.,3,No,No
ORD057850,CUST8526,Swiggy Instamart,2025-10-12 00:29:30,11,Dairy,734,Excellent experience!,5,No,No
ORD057851,CUST4744,Blinkit,2025-10-12 09:29:30,54,Fruits & Vegetables,55,"Very late delivery, not happy.",2,Yes,Yes
ORD057854,CUST9259,Blinkit,2025-10-12 05:29:30,24,Dairy,488,Wrong item delivered.,1,No,Yes
ORD057858,CUST3221,Blinkit,2025-10-12 03:29:30,33,Snacks,411,"Horrible experience, never ordering again.",1,No,Yes
ORD057859,CUST6528,Blinkit,2025-10-12 15:29:30,31,Personal Care,1078,"Fast delivery, great service!",5,No,No
ORD057861,CUST5938,Blinkit,2025-10-12 21:29:30,25,Grocery,1093,Items missing from order.,2,No,Yes
ORD057863,CUST4674,JioMart,2025-10-12 01:29:30,15,Grocery,740,Quick and reliable!,5,No,No
ORD057867,CUST8788,Blinkit,2025-10-12 11:29:30,33,Fruits & Vegetables,655,Quick and reliable!,5,No,No
ORD057868,CUST3944,JioMart,2025-10-12 21:29:30,14,Personal Care,173,Delivery person was rude.,2,No,Yes
ORD057872,CUST2878,Blinkit,2025-10-12 09:29:30,20,Snacks,62,Good quality products.,4,No,No
ORD057875,CUST8981,JioMart,2025-10-12 13:29:30,44,Dairy,405,"Very late delivery, not happy.",2,Yes,Yes
ORD057879,CUST2975,Blinkit,2025-10-12 19:29:30,28,Snacks,404,"Easy to order, loved it!",5,No,No
ORD057885,CUST7286,Swiggy Instamart,2025-10-12 05:29:30,33,Grocery,1347,"Easy to order, loved it!",5,No,No
ORD057886,CUST4831,Blinkit,2025-10-12 01:29:30,42,Snacks,140,"Easy to order, loved it!",5,Yes,No
ORD057887,CUST9882,Blinkit,2025-10-12 22:29:30,48,Beverages,706,Packaging could be better.,3,Yes,No
ORD057888,CUST3599,JioMart,2025-10-12 09:29:30,23,Snacks,417,"Not fresh, disappointed.",2,No,Yes
ORD057889,CUST7847,Blinkit,2025-10-12 14:29:30,33,Dairy,418,Packaging could be better.,3,No,No
ORD057890,CUST8569,Blinkit,2025-10-12 19:29:30,34,Personal Care,1674,Excellent experience!,5,No,No
ORD057893,CUST8195,Blinkit,2025-10-12 04:29:30,22,Grocery,898,Packaging could be better.,3,No,No
ORD057894,CUST3160,JioMart,2025-10-12 14:29:30,25,Grocery,859,"Very late delivery, not happy.",2,No,Yes
ORD057897,CUST8637,Swiggy Instamart,2025-10-12 20:29:30,19,Beverages,999,Very satisfied with the service.,5,No,No
ORD057905,CUST5934,Swiggy Instamart,2025-10-12 13:29:30,43,Beverages,810,"Easy to order, loved it!",5,Yes,No
ORD057907,CUST6429,Blinkit,2025-10-12 16:29:30,40,Dairy,729,Good quality products.,4,No,No
ORD057908,CUST8214,Blinkit,2025-10-12 11:29:30,31,Snacks,433,Items missing from order.,2,No,Yes
ORD057909,CUST5692,Swiggy Instamart,2025-10-12 20:29:30,30,Fruits & Vegetables,344,Excellent experience!,5,No,No
ORD057911,CUST7242,Blinkit,2025-10-12 18:29:30,28,Snacks,365,Items missing from order.,2,No,Yes
ORD057912,CUST9818,JioMart,2025-10-12 15:29:30,29,Grocery,1436,Good quality products.,4,No,No
ORD057913,CUST4805,Blinkit,2025-10-12 22:29:30,23,Snacks,373,"Fast delivery, great service!",5,No,No
ORD057915,CUST9748,Blinkit,2025-10-12 11:29:30,27,Dairy,533,Items missing from order.,2,No,Yes
ORD057916,CUST8154,Blinkit,2025-10-12 16:29:30,34,Beverages,743,"Horrible experience, never ordering again.",1,No,Yes
ORD057919,CUST2537,JioMart,2025-10-12 03:29:30,26,Grocery,1395,"Not fresh, disappointed.",2,No,Yes
ORD057921,CUST5756,Blinkit,2025-10-12 17:29:30,35,Beverages,179,Items missing from order.,2,No,Yes
ORD057923,CUST3593,JioMart,2025-10-12 19:29:30,35,Snacks,217,Good quality products.,4,No,No
ORD057926,CUST9151,Swiggy Instamart,2025-10-12 16:29:30,28,Grocery,372,Very satisfied with the service.,5,No,No
ORD057927,CUST8869,Blinkit,2025-10-12 11:29:30,45,Snacks,259,"Very late delivery, not happy.",2,Yes,Yes
ORD057933,CUST1033,Blinkit,2025-10-12 21:29:30,44,Beverages,750,"Very late delivery, not happy.",2,Yes,Yes
ORD057936,CUST2399,Blinkit,2025-10-12 01:29:30,26,Snacks,275,Packaging could be better.,3,No,No
ORD057941,CUST8715,Blinkit,2025-10-12 22:29:30,18,Snacks,58,"Horrible experience, never ordering again.",1,No,Yes
ORD057942,CUST9854,Swiggy Instamart,2025-10-12 06:29:30,26,Snacks,221,"Horrible experience, never ordering again.",1,No,Yes
ORD057944,CUST2915,Swiggy Instamart,2025-10-12 08:29:30,48,Fruits & Vegetables,353,Packaging could be better.,3,Yes,No
ORD057945,CUST9493,Swiggy Instamart,2025-10-12 19:29:30,36,Personal Care,1362,Very satisfied with the service.,5,No,No
ORD057949,CUST8808,Swiggy Instamart,2025-10-12 03:29:30,17,Fruits & Vegetables,422,Items missing from order.,2,No,Yes
ORD057950,CUST5098,JioMart,2025-10-12 08:29:30,41,Fruits & Vegetables,359,"Easy to order, loved it!",5,Yes,No
ORD057951,CUST2158,Blinkit,2025-10-12 22:29:30,29,Grocery,626,"Easy to order, loved it!",5,No,No
ORD057952,CUST9847,Blinkit,2025-10-12 09:29:30,24,Beverages,895,"Fast delivery, great service!",5,No,No
ORD057955,CUST4404,Swiggy Instamart,2025-10-12 15:29:30,23,Beverages,233,"Fast delivery, great service!",5,No,No
ORD057957,CUST4046,JioMart,2025-10-12 14:29:30,39,Grocery,268,Excellent experience!,5,No,No
ORD057961,CUST2449,Blinkit,2025-10-12 11:29:30,16,Snacks,102,Very satisfied with the service.,5,No,No
ORD057962,CUST4258,Blinkit,2025-10-12 05:29:30,30,Personal Care,1350,"Not fresh, disappointed.",2,No,Yes
ORD057963,CUST4782,Swiggy Instamart,2025-10-12 05:29:30,17,Fruits & Vegetables,168,Wrong item delivered.,1,No,Yes
ORD057964,CUST3459,JioMart,2025-10-12 17:29:30,34,Snacks,168,"Very late delivery, not happy.",2,No,Yes
ORD057965,CUST3636,Swiggy Instamart,2025-10-12 19:29:30,50,Personal Care,1816,Excellent experience!,5,Yes,No
ORD057966,CUST8778,JioMart,2025-10-12 05:29:30,29,Fruits & Vegetables,264,Items missing from order.,2,No,Yes
ORD057968,CUST5769,Blinkit,2025-10-12 08:29:30,35,Fruits & Vegetables,592,Delivery person was rude.,2,No,Yes
ORD057969,CUST7048,JioMart,2025-10-12 07:29:30,39,Grocery,1029,"Fast delivery, great service!",5,No,No
ORD057970,CUST5343,JioMart,2025-10-12 21:29:30,47,Fruits & Vegetables,658,Packaging could be better.,3,Yes,No
ORD057972,CUST5646,Blinkit,2025-10-12 20:29:30,53,Personal Care,498,Very satisfied with the service.,5,Yes,No
ORD057973,CUST5639,Blinkit,2025-10-12 12:29:30,26,Fruits & Vegetables,673,Delivery person was rude.,2,No,Yes
ORD057976,CUST8269,JioMart,2025-10-12 10:29:30,36,Snacks,340,"Fast delivery, great service!",5,No,No
ORD057978,CUST9098,Blinkit,2025-10-12 16:29:30,25,Grocery,948,"Very late delivery, not happy.",2,No,Yes
ORD057980,CUST5754,Swiggy Instamart,2025-10-12 22:29:30,24,Personal Care,885,"Fast delivery, great service!",5,No,No
ORD057981,CUST5631,Blinkit,2025-10-12 20:29:30,22,Beverages,370,"Very late delivery, not happy.",2,No,Yes
ORD057985,CUST8464,Swiggy Instamart,2025-10-12 03:29:30,38,Dairy,140,"Fast delivery, great service!",5,No,No
ORD057986,CUST6108,Swiggy Instamart,2025-10-12 06:29:30,28,Beverages,261,Excellent experience!,5,No,No
ORD057987,CUST1388,Swiggy Instamart,2025-10-12 01:29:30,39,Personal Care,396,Quick and reliable!,5,No,No
ORD057989,CUST7421,JioMart,2025-10-12 00:29:30,31,Personal Care,272,Good quality products.,4,No,No
ORD057994,CUST1094,Swiggy Instamart,2025-10-12 21:29:30,21,Snacks,99,Wrong item delivered.,1,No,Yes
ORD057996,CUST2976,Blinkit,2025-10-12 05:29:30,31,Personal Care,529,"Very late delivery, not happy.",2,No,Yes
ORD057997,CUST4583,Blinkit,2025-10-12 17:29:30,18,Personal Care,506,Excellent experience!,5,No,No
ORD057999,CUST8029,Blinkit,2025-10-12 10:29:30,20,Grocery,501,Wrong item delivered.,1,No,Yes
ORD058001,CUST3708,Blinkit,2025-10-12 04:29:30,15,Fruits & Vegetables,528,Quick and reliable!,5,No,No
ORD058004,CUST7157,JioMart,2025-10-12 04:29:30,12,Personal Care,1913,Very satisfied with the service.,5,No,No
ORD058006,CUST3144,Blinkit,2025-10-12 09:29:30,34,Snacks,396,Items missing from order.,2,No,Yes
ORD058007,CUST6196,Blinkit,2025-10-12 10:29:30,25,Beverages,100,Very satisfied with the service.,5,No,No
ORD058008,CUST4347,Blinkit,2025-10-12 22:29:30,19,Beverages,675,Items missing from order.,2,No,Yes
ORD058010,CUST9922,JioMart,2025-10-12 11:29:30,29,Beverages,301,Very satisfied with the service.,5,No,No
ORD058011,CUST9066,Blinkit,2025-10-12 22:29:30,29,Beverages,378,Very satisfied with the service.,5,No,No
ORD058012,CUST9483,Blinkit,2025-10-12 11:29:30,45,Grocery,1441,Items missing from order.,2,Yes,Yes
ORD058017,CUST9196,Blinkit,2025-10-12 18:29:30,17,Beverages,742,Wrong item delivered.,1,No,Yes
ORD058018,CUST2256,JioMart,2025-10-12 18:29:30,31,Grocery,289,"Very late delivery, not happy.",2,No,Yes
ORD058020,CUST2350,Blinkit,2025-10-12 04:29:30,30,Grocery,1025,"Fast delivery, great service!",5,No,No
ORD058021,CUST3643,Swiggy Instamart,2025-10-12 12:29:30,7,Personal Care,1501,"Not fresh, disappointed.",2,No,Yes
ORD058032,CUST7369,Swiggy Instamart,2025-10-12 06:29:30,35,Dairy,331,Delivery person was rude.,2,No,Yes
ORD058033,CUST3807,JioMart,2025-10-12 15:29:30,38,Personal Care,1456,Packaging could be better.,3,No,No
ORD058038,CUST4145,Blinkit,2025-10-12 06:29:30,26,Beverages,798,Quick and reliable!,5,No,No
ORD058041,CUST3138,Swiggy Instamart,2025-10-12 16:29:30,43,Beverages,493,"Very late delivery, not happy.",2,Yes,Yes
ORD058042,CUST9314,Blinkit,2025-10-12 02:29:30,24,Beverages,374,Very satisfied with the service.,5,No,No
ORD058044,CUST5761,Blinkit,2025-10-12 04:29:30,35,Dairy,548,"Easy to order, loved it!",5,No,No
ORD058047,CUST4002,JioMart,2025-10-12 04:29:30,45,Beverages,560,"Easy to order, loved it!",5,Yes,No
ORD058048,CUST9865,Swiggy Instamart,2025-10-12 14:29:30,38,Dairy,171,Delivery person was rude.,2,No,Yes
ORD058049,CUST4008,Swiggy Instamart,2025-10-12 13:29:30,19,Grocery,1085,"Easy to order, loved it!",5,No,No
ORD058050,CUST9192,Blinkit,2025-10-12 22:29:30,23,Snacks,426,"Very late delivery, not happy.",2,No,Yes
ORD058052,CUST1459,Blinkit,2025-10-12 14:29:30,38,Beverages,448,Good quality products.,4,No,No
ORD058055,CUST6813,Swiggy Instamart,2025-10-12 02:29:30,16,Beverages,882,Delivery person was rude.,2,No,Yes
ORD058057,CUST1956,Swiggy Instamart,2025-10-12 06:29:30,30,Grocery,675,Wrong item delivered.,1,No,Yes
ORD058062,CUST1762,Swiggy Instamart,2025-10-12 00:29:30,36,Grocery,219,Good quality products.,4,No,No
ORD058064,CUST9861,Swiggy Instamart,2025-10-12 15:29:30,30,Beverages,475,"Easy to order, loved it!",5,No,No
ORD058065,CUST3566,Blinkit,2025-10-12 21:29:30,28,Dairy,604,Wrong item delivered.,1,No,Yes
ORD058067,CUST2928,Blinkit,2025-10-12 11:29:30,35,Dairy,223,Good quality products.,4,No,No
ORD058070,CUST8888,JioMart,2025-10-12 20:29:30,48,Snacks,89,"Not fresh, disappointed.",2,Yes,Yes
ORD058071,CUST7509,JioMart,2025-10-12 03:29:30,16,Grocery,652,Wrong item delivered.,1,No,Yes
ORD058072,CUST7863,Blinkit,2025-10-12 21:29:30,26,Personal Care,1243,Excellent experience!,5,No,No
ORD058079,CUST2597,Swiggy Instamart,2025-10-12 11:29:30,45,Beverages,538,"Easy to order, loved it!",5,Yes,No
ORD058080,CUST9031,Blinkit,2025-10-12 09:29:30,37,Dairy,178,"Horrible experience, never ordering again.",1,No,Yes
ORD058082,CUST5366,Swiggy Instamart,2025-10-12 08:29:30,17,Dairy,598,"Not fresh, disappointed.",2,No,Yes
ORD058083,CUST1822,Swiggy Instamart,2025-10-12 10:29:30,42,Snacks,394,Delivery person was rude.,2,Yes,Yes
ORD058084,CUST4539,Swiggy Instamart,2025-10-12 11:29:30,27,Beverages,472,"Horrible experience, never ordering again.",1,No,Yes
ORD058088,CUST4491,Blinkit,2025-10-12 04:29:30,27,Snacks,85,Good quality products.,4,No,No
ORD058089,CUST8976,JioMart,2025-10-12 16:29:30,40,Personal Care,1025,Very satisfied with the service.,5,No,No
ORD058090,CUST7813,Blinkit,2025-10-12 10:29:30,34,Dairy,144,Delivery person was rude.,2,No,Yes
ORD058094,CUST2840,Swiggy Instamart,2025-10-12 15:29:30,35,Dairy,763,Very satisfied with the service.,5,No,No
ORD058099,CUST2632,JioMart,2025-10-12 20:29:30,11,Beverages,820,Packaging could be better.,3,No,No
ORD058102,CUST2118,Swiggy Instamart,2025-10-12 12:29:30,18,Snacks,300,"Fast delivery, great service!",5,No,No
ORD058104,CUST1046,Blinkit,2025-10-12 20:29:30,17,Personal Care,859,"Horrible experience, never ordering again.",1,No,Yes
ORD058112,CUST2493,JioMart,2025-10-12 09:29:30,25,Fruits & Vegetables,241,"Horrible experience, never ordering again.",1,No,Yes
ORD058118,CUST5751,Swiggy Instamart,2025-10-12 02:29:30,33,Personal Care,122,Very satisfied with the service.,5,No,No
ORD058120,CUST4507,Swiggy Instamart,2025-10-12 12:29:30,15,Dairy,441,"Horrible experience, never ordering again.",1,No,Yes
ORD058122,CUST1893,Swiggy Instamart,2025-10-12 01:29:30,40,Fruits & Vegetables,256,"Horrible experience, never ordering again.",1,No,Yes
ORD058125,CUST8566,JioMart,2025-10-12 07:29:30,40,Personal Care,523,Excellent experience!,5,No,No
ORD058126,CUST6956,Swiggy Instamart,2025-10-12 03:29:30,35,Personal Care,1855,"Not fresh, disappointed.",2,No,Yes
ORD058130,CUST8763,Blinkit,2025-10-12 02:29:30,28,Fruits & Vegetables,566,Quick and reliable!,5,No,No
ORD058131,CUST3696,JioMart,2025-10-12 00:29:30,25,Personal Care,1718,Wrong item delivered.,1,No,Yes
ORD058137,CUST3109,Blinkit,2025-10-12 20:29:30,31,Personal Care,1183,Very satisfied with the service.,5,No,No
ORD058139,CUST6510,JioMart,2025-10-12 11:29:30,14,Dairy,371,Very satisfied with the service.,5,No,No
ORD058143,CUST4025,Swiggy Instamart,2025-10-12 04:29:30,41,Snacks,239,"Very late delivery, not happy.",2,Yes,Yes
ORD058146,CUST7108,Blinkit,2025-10-12 12:29:30,30,Fruits & Vegetables,306,Quick and reliable!,5,No,No
ORD058147,CUST5408,JioMart,2025-10-12 21:29:30,18,Beverages,674,"Not fresh, disappointed.",2,No,Yes
ORD058149,CUST6992,Blinkit,2025-10-12 09:29:30,37,Dairy,263,Items missing from order.,2,No,Yes
ORD058151,CUST1194,Blinkit,2025-10-12 09:29:30,39,Snacks,186,Very satisfied with the service.,5,No,No
ORD058152,CUST5051,Blinkit,2025-10-12 09:29:30,44,Beverages,907,"Very late delivery, not happy.",2,Yes,Yes
ORD058157,CUST3171,Swiggy Instamart,2025-10-12 19:29:30,43,Grocery,379,Good quality products.,4,Yes,No
ORD058161,CUST8690,Swiggy Instamart,2025-10-12 06:29:30,12,Grocery,221,"Fast delivery, great service!",5,No,No
ORD058163,CUST3433,Blinkit,2025-10-12 03:29:30,32,Personal Care,112,Wrong item delivered.,1,No,Yes
ORD058164,CUST4894,JioMart,2025-10-12 21:29:30,16,Fruits & Vegetables,473,"Not fresh, disappointed.",2,No,Yes
ORD058165,CUST7146,Swiggy Instamart,2025-10-12 02:29:30,19,Snacks,119,Very satisfied with the service.,5,No,No
ORD058166,CUST8237,JioMart,2025-10-12 03:29:30,32,Beverages,526,Good quality products.,4,No,No
ORD058168,CUST9522,Swiggy Instamart,2025-10-12 22:29:30,30,Personal Care,920,Very satisfied with the service.,5,No,No
ORD058170,CUST1179,JioMart,2025-10-12 02:29:30,43,Grocery,779,"Not fresh, disappointed.",2,Yes,Yes
ORD058172,CUST6232,JioMart,2025-10-12 10:29:30,37,Dairy,384,Good quality products.,4,No,No
ORD058183,CUST5897,JioMart,2025-10-12 03:29:30,16,Personal Care,170,Good quality products.,4,No,No
ORD058185,CUST1630,JioMart,2025-10-12 12:29:30,16,Fruits & Vegetables,560,"Very late delivery, not happy.",2,No,Yes
ORD058186,CUST8520,Blinkit,2025-10-12 21:29:30,24,Fruits & Vegetables,671,"Very late delivery, not happy.",2,No,Yes
ORD058187,CUST4418,Swiggy Instamart,2025-10-12 07:29:30,22,Beverages,235,Packaging could be better.,3,No,No
ORD058188,CUST8647,Blinkit,2025-10-12 09:29:30,22,Dairy,355,Delivery person was rude.,2,No,Yes
ORD058195,CUST9729,Swiggy Instamart,2025-10-12 11:29:30,20,Dairy,344,Items missing from order.,2,No,Yes
ORD058200,CUST5681,Swiggy Instamart,2025-10-12 11:29:30,30,Grocery,661,"Fast delivery, great service!",5,No,No
ORD058201,CUST6830,JioMart,2025-10-12 22:29:30,8,Dairy,527,Delivery person was rude.,2,No,Yes
ORD058204,CUST1415,Blinkit,2025-10-12 02:29:30,35,Personal Care,305,Items missing from order.,2,No,Yes
ORD058205,CUST3986,Swiggy Instamart,2025-10-12 22:29:30,25,Personal Care,1139,"Very late delivery, not happy.",2,No,Yes
ORD058209,CUST6453,Blinkit,2025-10-12 19:29:30,38,Personal Care,400,"Fast delivery, great service!",5,No,No
ORD058210,CUST1316,JioMart,2025-10-12 10:29:30,41,Beverages,850,Good quality products.,4,Yes,No
ORD058215,CUST2162,Blinkit,2025-10-12 08:29:30,34,Snacks,304,Good quality products.,4,No,No
ORD058221,CUST6374,Blinkit,2025-10-12 17:29:30,24,Snacks,326,"Very late delivery, not happy.",2,No,Yes
ORD058223,CUST1556,JioMart,2025-10-12 15:29:30,28,Dairy,226,Items missing from order.,2,No,Yes
ORD058225,CUST3209,JioMart,2025-10-12 10:29:30,20,Grocery,1441,Excellent experience!,5,No,No
ORD058229,CUST2343,JioMart,2025-10-12 21:29:30,29,Dairy,390,"Easy to order, loved it!",5,No,No
ORD058233,CUST7654,Blinkit,2025-10-12 00:29:30,46,Fruits & Vegetables,173,"Fast delivery, great service!",5,Yes,No
ORD058234,CUST4102,Swiggy Instamart,2025-10-12 11:29:30,22,Beverages,952,Packaging could be better.,3,No,No
ORD058238,CUST1756,Swiggy Instamart,2025-10-12 17:29:30,28,Grocery,415,Excellent experience!,5,No,No
ORD058240,CUST9829,Swiggy Instamart,2025-10-12 15:29:30,25,Fruits & Vegetables,605,Wrong item delivered.,1,No,Yes
ORD058247,CUST4749,Swiggy Instamart,2025-10-12 10:29:30,38,Beverages,564,"Easy to order, loved it!",5,No,No
ORD058248,CUST6526,Swiggy Instamart,2025-10-12 01:29:30,41,Beverages,870,"Easy to order, loved it!",5,Yes,No
ORD058250,CUST8977,Swiggy Instamart,2025-10-12 08:29:30,39,Beverages,893,Delivery person was rude.,2,No,Yes
ORD058251,CUST7137,JioMart,2025-10-12 01:29:30,39,Dairy,760,Items missing from order.,2,No,Yes
ORD058253,CUST2317,Blinkit,2025-10-12 19:29:30,31,Fruits & Vegetables,302,Very satisfied with the service.,5,No,No
ORD058255,CUST3629,JioMart,2025-10-12 18:29:30,31,Personal Care,1033,Quick and reliable!,5,No,No
ORD058257,CUST2072,Swiggy Instamart,2025-10-12 19:29:30,29,Personal Care,999,Delivery person was rude.,2,No,Yes
ORD058258,CUST1546,Blinkit,2025-10-12 13:29:30,25,Beverages,629,"Horrible experience, never ordering again.",1,No,Yes
ORD058261,CUST6351,Swiggy Instamart,2025-10-12 13:29:30,18,Grocery,337,Good quality products.,4,No,No
ORD058262,CUST7505,JioMart,2025-10-12 06:29:30,28,Dairy,600,Packaging could be better.,3,No,No
ORD058263,CUST4292,Swiggy Instamart,2025-10-12 23:29:30,25,Personal Care,1166,Good quality products.,4,No,No
ORD058264,CUST2251,JioMart,2025-10-12 00:29:30,18,Dairy,244,Very satisfied with the service.,5,No,No
ORD058269,CUST3941,JioMart,2025-10-12 11:29:30,38,Beverages,776,"Not fresh, disappointed.",2,No,Yes
ORD058273,CUST9643,Swiggy Instamart,2025-10-12 03:29:30,27,Fruits & Vegetables,374,"Fast delivery, great service!",5,No,No
ORD058275,CUST8968,Swiggy Instamart,2025-10-12 05:29:30,24,Personal Care,373,Excellent experience!,5,No,No
ORD058276,CUST6900,JioMart,2025-10-12 06:29:30,25,Snacks,144,Good quality products.,4,No,No
ORD058277,CUST6488,Swiggy Instamart,2025-10-12 11:29:30,51,Dairy,640,Quick and reliable!,5,Yes,No
ORD058278,CUST9284,Blinkit,2025-10-12 21:29:30,12,Beverages,848,Packaging could be better.,3,No,No
ORD058279,CUST6243,Blinkit,2025-10-12 06:29:30,26,Snacks,260,"Fast delivery, great service!",5,No,No
ORD058280,CUST4186,Swiggy Instamart,2025-10-12 07:29:30,17,Personal Care,990,Very satisfied with the service.,5,No,No
ORD058282,CUST8813,Swiggy Instamart,2025-10-12 17:29:30,31,Dairy,666,Good quality products.,4,No,No
ORD058285,CUST2332,Blinkit,2025-10-12 04:29:30,46,Beverages,118,"Easy to order, loved it!",5,Yes,No
ORD058286,CUST7977,Blinkit,2025-10-12 03:29:30,17,Dairy,390,"Easy to order, loved it!",5,No,No
ORD058289,CUST1706,Swiggy Instamart,2025-10-12 05:29:30,17,Grocery,1454,Quick and reliable!,5,No,No
